Date,Snow Water Equivalent [mm],Accumulated Precipitation [mm],Precipitation Increment [mm],Tmax (degC),Tmin (degC),Tmean (degC),Year,DOY,Snow on Ground
2018-07-21,0.000,685.800,0.000,24.222,11.722,18.278,2018,202,0
2018-07-22,0.000,685.800,0.000,24.111,8.500,16.611,2018,203,0
2018-07-23,0.000,685.800,0.000,27.111,12.111,19.611,2018,204,0
2018-07-24,0.000,685.800,0.000,27.389,13.500,20.111,2018,205,0
2018-07-25,0.000,685.800,0.000,26.722,14.222,21.389,2018,206,0
2018-07-26,0.000,685.800,0.000,26.500,12.111,20.278,2018,207,0
2018-07-27,0.000,685.800,0.000,26.222,12.500,19.278,2018,208,0
2018-07-28,0.000,685.800,0.000,25.611,12.000,19.111,2018,209,0
2018-07-29,0.000,685.800,0.000,25.611,12.000,19.111,2018,210,0
2018-07-30,0.000,685.800,0.000,27.000,12.000,20.222,2018,211,0
2018-07-31,0.000,685.800,0.000,28.222,14.389,20.500,2018,212,0
2018-08-01,0.000,685.800,0.000,26.889,14.278,20.500,2018,213,0
2018-08-02,0.000,685.800,0.000,24.389,11.778,17.778,2018,214,0
2018-08-03,0.000,685.800,2.540,20.278,10.222,15.000,2018,215,0
2018-08-04,0.000,688.340,0.000,19.500,7.222,14.389,2018,216,0
2018-08-05,0.000,688.340,0.000,21.722,7.389,15.222,2018,217,0
2018-08-06,0.000,688.340,0.000,23.111,10.389,17.611,2018,218,0
2018-08-07,0.000,688.340,0.000,25.000,13.278,19.889,2018,219,0
2018-08-08,0.000,688.340,0.000,28.000,12.889,20.500,2018,220,0
2018-08-09,0.000,688.340,0.000,30.278,15.889,22.000,2018,221,0
2018-08-10,0.000,688.340,0.000,32.222,15.778,23.111,2018,222,0
2018-08-11,0.000,688.340,0.000,29.500,14.500,21.278,2018,223,0
2018-08-12,0.000,688.340,0.000,21.389,11.278,16.889,2018,224,0
2018-08-13,0.000,688.340,0.000,23.389,11.778,18.389,2018,225,0
2018-08-14,0.000,688.340,0.000,24.278,10.000,18.111,2018,226,0
2018-08-15,0.000,688.340,0.000,27.000,11.389,19.778,2018,227,0
2018-08-16,0.000,688.340,0.000,26.500,13.500,19.611,2018,228,0
2018-08-17,0.000,688.340,0.000,,,,2018,229,0
2018-08-18,0.000,688.340,0.000,,,,2018,230,0
2018-08-19,0.000,688.340,0.000,,,,2018,231,0
2018-08-20,0.000,688.340,0.000,,,,2018,232,0
2018-08-21,0.000,688.340,0.000,,,,2018,233,0
2018-08-22,0.000,688.340,0.000,,,,2018,234,0
2018-08-23,0.000,688.340,5.080,,,,2018,235,0
2018-08-24,0.000,693.420,0.000,,,,2018,236,0
2018-08-25,0.000,693.420,0.000,,,,2018,237,0
2018-08-26,0.000,693.420,0.000,,,,2018,238,0
2018-08-27,0.000,693.420,5.080,11.000,,,2018,239,0
2018-08-28,0.000,698.500,0.000,16.222,2.611,9.000,2018,240,0
2018-08-29,0.000,698.500,0.000,20.611,4.778,13.000,2018,241,0
2018-08-30,0.000,698.500,0.000,20.278,11.222,15.500,2018,242,0
2018-08-31,0.000,698.500,0.000,16.111,6.778,11.278,2018,243,0
2018-09-01,0.000,698.500,0.000,17.611,4.500,12.222,2018,244,0
2018-09-02,0.000,698.500,0.000,19.722,5.889,12.889,2018,245,0
2018-09-03,0.000,698.500,0.000,21.000,7.778,14.722,2018,246,0
2018-09-04,0.000,698.500,0.000,22.389,9.000,14.889,2018,247,0
2018-09-05,0.000,698.500,0.000,25.722,10.611,17.778,2018,248,0
2018-09-06,0.000,698.500,0.000,25.278,13.389,19.389,2018,249,0
2018-09-07,0.000,698.500,0.000,24.000,11.889,18.222,2018,250,0
2018-09-08,0.000,698.500,0.000,18.722,8.000,14.222,2018,251,0
2018-09-09,0.000,698.500,0.000,19.889,7.000,12.722,2018,252,0
2018-09-10,0.000,698.500,0.000,16.722,7.500,12.389,2018,253,0
2018-09-11,0.000,698.500,0.000,13.611,5.611,9.889,2018,254,0
2018-09-12,0.000,698.500,0.000,12.611,4.000,8.278,2018,255,0
2018-09-13,0.000,698.500,0.000,13.278,3.778,8.278,2018,256,0
2018-09-14,0.000,698.500,0.000,17.778,3.500,11.278,2018,257,0
2018-09-15,0.000,698.500,0.000,15.889,6.611,11.278,2018,258,0
2018-09-16,0.000,698.500,0.000,14.278,3.222,8.778,2018,259,0
2018-09-17,0.000,698.500,0.000,18.222,4.000,10.500,2018,260,0
2018-09-18,0.000,698.500,0.000,16.611,5.778,11.278,2018,261,0
2018-09-19,0.000,698.500,0.000,14.889,4.000,9.222,2018,262,0
2018-09-20,0.000,698.500,0.000,11.778,1.722,6.778,2018,263,0
2018-09-21,0.000,698.500,0.000,18.389,3.722,11.722,2018,264,0
2018-09-22,0.000,698.500,0.000,18.278,7.722,12.889,2018,265,0
2018-09-23,0.000,698.500,0.000,11.222,2.111,8.111,2018,266,0
2018-09-24,0.000,698.500,2.540,10.889,0.111,6.389,2018,267,0
2018-09-25,0.000,701.040,0.000,12.500,1.111,7.778,2018,268,0
2018-09-26,0.000,701.040,0.000,14.500,4.222,9.889,2018,269,0
2018-09-27,0.000,701.040,0.000,18.889,6.389,12.889,2018,270,0
2018-09-28,0.000,701.040,0.000,19.389,6.611,12.278,2018,271,0
2018-09-29,0.000,701.040,0.000,19.111,7.722,12.722,2018,272,0
2018-09-30,0.000,701.040,0.000,12.500,3.278,8.222,2018,273,0
2018-10-01,0.000,0.000,0.000,15.000,3.611,11.000,2018,274,0
2018-10-02,0.000,0.000,0.000,15.278,9.611,11.889,2018,275,0
2018-10-03,0.000,0.000,2.540,13.111,5.722,9.611,2018,276,0
2018-10-04,0.000,2.540,12.700,8.222,1.889,4.389,2018,277,0
2018-10-05,0.000,15.240,5.080,7.278,-0.278,3.611,2018,278,0
2018-10-06,0.000,20.320,2.540,4.722,1.500,3.389,2018,279,0
2018-10-07,0.000,22.860,0.000,8.389,1.278,5.222,2018,280,0
2018-10-08,0.000,22.860,0.000,7.222,0.722,4.222,2018,281,0
2018-10-09,0.000,22.860,43.180,3.778,1.389,2.278,2018,282,0
2018-10-10,7.620,66.040,0.000,4.889,-1.000,1.500,2018,283,1
2018-10-11,0.000,66.040,0.000,6.111,-1.778,1.722,2018,284,0
2018-10-12,0.000,66.040,0.000,9.611,-0.611,3.889,2018,285,0
2018-10-13,0.000,66.040,0.000,5.611,-1.111,2.611,2018,286,0
2018-10-14,0.000,66.040,0.000,4.278,-3.222,-0.389,2018,287,0
2018-10-15,0.000,66.040,0.000,7.611,-0.278,3.889,2018,288,0
2018-10-16,0.000,66.040,0.000,9.500,0.278,4.500,2018,289,0
2018-10-17,0.000,66.040,0.000,13.000,3.278,7.500,2018,290,0
2018-10-18,0.000,66.040,0.000,12.778,2.778,7.389,2018,291,0
2018-10-19,0.000,66.040,0.000,14.722,3.778,8.778,2018,292,0
2018-10-20,0.000,66.040,0.000,15.611,5.722,11.722,2018,293,0
2018-10-21,0.000,66.040,0.000,15.000,6.389,11.222,2018,294,0
2018-10-22,0.000,66.040,0.000,14.111,7.000,10.389,2018,295,0
2018-10-23,0.000,66.040,0.000,11.222,3.889,8.111,2018,296,0
2018-10-24,0.000,66.040,0.000,11.722,2.722,7.278,2018,297,0
2018-10-25,0.000,66.040,0.000,9.222,0.389,5.611,2018,298,0
2018-10-26,0.000,66.040,0.000,12.611,4.889,8.722,2018,299,0
2018-10-27,0.000,66.040,0.000,11.222,4.611,8.500,2018,300,0
2018-10-28,0.000,66.040,0.000,11.111,3.500,8.389,2018,301,0
2018-10-29,0.000,66.040,0.000,3.222,-1.278,0.889,2018,302,0
2018-10-30,0.000,66.040,0.000,2.889,-2.611,-0.222,2018,303,0
2018-10-31,0.000,66.040,5.080,4.611,-2.222,1.222,2018,304,0
2018-11-01,5.080,71.120,0.000,7.500,3.500,5.389,2018,305,1
2018-11-02,5.080,71.120,0.000,6.722,0.722,4.278,2018,306,1
2018-11-03,2.540,71.120,2.540,4.000,-1.611,1.722,2018,307,1
2018-11-04,0.000,73.660,0.000,5.389,0.278,3.611,2018,308,0
2018-11-05,0.000,73.660,0.000,2.111,-1.111,0.278,2018,309,0
2018-11-06,0.000,73.660,0.000,0.611,-5.111,-1.722,2018,310,0
2018-11-07,0.000,73.660,0.000,1.722,-5.111,-1.778,2018,311,0
2018-11-08,0.000,73.660,0.000,1.000,-6.000,-2.389,2018,312,0
2018-11-09,0.000,73.660,2.540,4.111,-6.000,-0.611,2018,313,0
2018-11-10,7.620,76.200,0.000,1.000,-4.278,-1.611,2018,314,1
2018-11-11,0.000,76.200,0.000,0.611,-7.500,-3.889,2018,315,0
2018-11-12,0.000,76.200,0.000,0.111,-7.000,-3.500,2018,316,0
2018-11-13,0.000,76.200,2.540,6.222,-3.889,1.722,2018,317,0
2018-11-14,7.620,78.740,0.000,7.389,-0.389,2.778,2018,318,1
2018-11-15,7.620,78.740,0.000,8.500,-0.389,2.611,2018,319,1
2018-11-16,7.620,78.740,0.000,7.389,-0.722,2.778,2018,320,1
2018-11-17,5.080,78.740,0.000,3.722,-4.889,-1.222,2018,321,1
2018-11-18,5.080,78.740,0.000,2.778,-6.222,-2.778,2018,322,1
2018-11-19,2.540,78.740,0.000,3.111,-5.222,-0.778,2018,323,1
2018-11-20,7.620,78.740,0.000,7.278,-0.500,4.000,2018,324,1
2018-11-21,10.160,78.740,0.000,6.722,2.889,5.389,2018,325,1
2018-11-22,10.160,78.740,5.080,5.722,-1.278,1.389,2018,326,1
2018-11-23,15.240,83.820,15.240,1.722,-2.000,-0.500,2018,327,1
2018-11-24,33.020,99.060,0.000,-2.000,-7.222,-3.611,2018,328,1
2018-11-25,30.480,99.060,0.000,0.500,-8.000,-4.611,2018,329,1
2018-11-26,30.480,99.060,2.540,2.389,-6.889,-1.222,2018,330,1
2018-11-27,33.020,101.600,7.620,3.722,0.722,1.889,2018,331,1
2018-11-28,40.640,109.220,2.540,1.889,-0.889,0.278,2018,332,1
2018-11-29,43.180,111.760,0.000,1.722,-3.000,-0.278,2018,333,1
2018-11-30,43.180,111.760,12.700,-1.000,-3.722,-2.111,2018,334,1
2018-12-01,60.960,124.460,22.860,-2.500,-4.111,-3.278,2018,335,1
2018-12-02,83.820,147.320,12.700,-3.222,-5.278,-4.722,2018,336,1
2018-12-03,96.520,160.020,0.000,-3.889,-11.111,-6.889,2018,337,1
2018-12-04,96.520,160.020,0.000,-3.611,-12.500,-8.111,2018,338,1
2018-12-05,96.520,160.020,0.000,-3.500,-13.611,-9.778,2018,339,1
2018-12-06,96.520,160.020,0.000,-5.278,-11.611,-8.389,2018,340,1
2018-12-07,96.520,160.020,2.540,0.222,-6.778,-2.889,2018,341,1
2018-12-08,99.060,162.560,0.000,-0.389,-7.222,-3.500,2018,342,1
2018-12-09,99.060,162.560,2.540,0.722,-6.111,-1.889,2018,343,1
2018-12-10,101.600,165.100,0.000,0.111,-7.722,-2.278,2018,344,1
2018-12-11,101.600,165.100,2.540,-0.611,-7.722,-3.222,2018,345,1
2018-12-12,104.140,167.640,2.540,1.000,-8.611,-4.278,2018,346,1
2018-12-13,116.840,170.180,0.000,0.389,-1.889,-0.222,2018,347,1
2018-12-14,119.380,170.180,2.540,4.111,-2.611,1.500,2018,348,1
2018-12-15,129.540,172.720,0.000,3.278,-6.889,-0.889,2018,349,1
2018-12-16,129.540,172.720,2.540,6.222,2.778,4.500,2018,350,1
2018-12-17,132.080,175.260,12.700,3.000,-0.611,1.111,2018,351,1
2018-12-18,144.780,187.960,12.700,2.778,-0.222,1.111,2018,352,1
2018-12-19,162.560,200.660,0.000,0.722,-3.500,-1.278,2018,353,1
2018-12-20,162.560,200.660,0.000,4.500,-1.278,2.389,2018,354,1
2018-12-21,162.560,200.660,0.000,-1.222,-7.500,-4.722,2018,355,1
2018-12-22,162.560,200.660,0.000,-2.111,-10.500,-6.111,2018,356,1
2018-12-23,162.560,200.660,2.540,0.278,-3.222,-1.222,2018,357,1
2018-12-24,167.640,203.200,10.160,0.889,-1.778,-0.889,2018,358,1
2018-12-25,177.800,213.360,0.000,1.000,-7.889,-2.389,2018,359,1
2018-12-26,177.800,213.360,0.000,-1.500,-8.778,-5.111,2018,360,1
2018-12-27,177.800,213.360,0.000,-4.111,-8.722,-6.000,2018,361,1
2018-12-28,177.800,213.360,0.000,-4.500,-9.778,-6.722,2018,362,1
2018-12-29,177.800,213.360,7.620,-0.889,-5.778,-3.000,2018,363,1
2018-12-30,187.960,220.980,5.080,-1.111,-7.500,-4.000,2018,364,1
2018-12-31,203.200,226.060,0.000,-6.611,-13.278,-8.611,2018,365,1
2019-01-01,203.200,226.060,0.000,-3.222,-16.278,-9.500,2019,1,1
2019-01-02,203.200,226.060,0.000,-0.722,-10.500,-4.278,2019,2,1
2019-01-03,203.200,226.060,2.540,2.611,-4.722,-1.389,2019,3,1
2019-01-04,205.740,228.600,2.540,3.222,-0.889,1.000,2019,4,1
2019-01-05,208.280,231.140,0.000,3.222,-0.222,1.722,2019,5,1
2019-01-06,208.280,231.140,17.780,0.722,-3.000,-1.722,2019,6,1
2019-01-07,231.140,248.920,5.080,-2.278,-9.778,-6.222,2019,7,1
2019-01-08,241.300,254.000,2.540,3.722,-6.222,0.722,2019,8,1
2019-01-09,243.840,256.540,0.000,4.222,1.722,3.278,2019,9,1
2019-01-10,246.380,256.540,2.540,3.500,-4.611,0.222,2019,10,1
2019-01-11,246.380,259.080,0.000,3.000,-5.278,0.000,2019,11,1
2019-01-12,246.380,259.080,0.000,4.778,-5.611,1.500,2019,12,1
2019-01-13,246.380,259.080,0.000,7.000,-4.889,-0.889,2019,13,1
2019-01-14,246.380,259.080,0.000,2.222,-1.111,0.500,2019,14,1
2019-01-15,246.380,259.080,0.000,0.000,-2.722,-1.278,2019,15,1
2019-01-16,251.460,259.080,10.160,2.389,-1.500,-0.889,2019,16,1
2019-01-17,261.620,269.240,10.160,2.222,-1.611,0.722,2019,17,1
2019-01-18,276.860,279.400,5.080,-1.222,-4.611,-2.611,2019,18,1
2019-01-19,287.020,284.480,25.400,4.889,-2.111,2.000,2019,19,1
2019-01-20,304.800,309.880,0.000,4.111,-2.222,1.889,2019,20,1
2019-01-21,304.800,309.880,0.000,-2.111,-7.222,-4.611,2019,21,1
2019-01-22,304.800,309.880,0.000,-2.722,-9.278,-5.722,2019,22,1
2019-01-23,304.800,309.880,5.080,0.000,-5.111,-1.722,2019,23,1
2019-01-24,307.340,314.960,0.000,1.500,-5.722,-2.222,2019,24,1
2019-01-25,307.340,314.960,0.000,1.889,-5.722,-1.611,2019,25,1
2019-01-26,307.340,314.960,0.000,5.222,-1.111,1.889,2019,26,1
2019-01-27,307.340,314.960,0.000,5.111,-1.278,1.889,2019,27,1
2019-01-28,307.340,314.960,0.000,2.000,-8.278,-1.611,2019,28,1
2019-01-29,307.340,314.960,0.000,2.278,-9.111,-4.500,2019,29,1
2019-01-30,307.340,314.960,0.000,4.500,-7.389,-2.778,2019,30,1
2019-01-31,307.340,314.960,0.000,8.722,-4.389,0.722,2019,31,1
2019-02-01,307.340,314.960,0.000,5.389,1.389,3.389,2019,32,1
2019-02-02,309.880,314.960,17.780,2.889,0.500,1.722,2019,33,1
2019-02-03,330.200,332.740,27.940,0.889,-1.611,-0.389,2019,34,1
2019-02-04,368.300,360.680,20.320,-0.111,-4.111,-1.778,2019,35,1
2019-02-05,393.700,381.000,0.000,-4.222,-9.389,-6.278,2019,36,1
2019-02-06,393.700,381.000,0.000,-7.222,-14.222,-9.778,2019,37,1
2019-02-07,393.700,381.000,0.000,-2.278,-17.278,-11.389,2019,38,1
2019-02-08,393.700,381.000,5.080,-5.611,-11.111,-8.389,2019,39,1
2019-02-09,396.240,386.080,17.780,-4.111,-7.222,-5.722,2019,40,1
2019-02-10,416.560,403.860,5.080,-3.889,-9.778,-8.000,2019,41,1
2019-02-11,421.640,408.940,10.160,-4.778,-9.111,-6.722,2019,42,1
2019-02-12,436.880,419.100,7.620,-2.500,-8.111,-4.611,2019,43,1
2019-02-13,447.040,426.720,27.940,0.278,-3.111,-1.222,2019,44,1
2019-02-14,480.060,454.660,22.860,3.111,-1.278,1.000,2019,45,1
2019-02-15,513.080,477.520,7.620,-0.722,-5.111,-3.278,2019,46,1
2019-02-16,525.780,485.140,7.620,-3.778,-7.611,-5.222,2019,47,1
2019-02-17,535.940,492.760,2.540,-3.222,-8.278,-5.778,2019,48,1
2019-02-18,538.480,495.300,0.000,-5.111,-11.611,-9.389,2019,49,1
2019-02-19,538.480,495.300,0.000,-6.389,-11.278,-8.389,2019,50,1
2019-02-20,543.560,495.300,10.160,-3.722,-10.389,-6.500,2019,51,1
2019-02-21,553.720,505.460,5.080,-4.778,-12.500,-8.000,2019,52,1
2019-02-22,558.800,510.540,0.000,-3.722,-14.278,-9.500,2019,53,1
2019-02-23,558.800,510.540,10.160,-2.111,-7.222,-4.611,2019,54,1
2019-02-24,574.040,520.700,25.400,-1.000,-3.389,-2.000,2019,55,1
2019-02-25,607.060,546.100,17.780,1.000,-1.222,-0.111,2019,56,1
2019-02-26,632.460,563.880,22.860,1.889,-3.722,-0.389,2019,57,1
2019-02-27,655.320,586.740,20.320,4.722,0.778,2.111,2019,58,1
2019-02-28,683.260,607.060,5.080,2.500,-10.000,-2.111,2019,59,1
2019-03-01,690.880,612.140,0.000,2.222,-10.722,-5.611,2019,60,1
2019-03-02,690.880,612.140,0.000,0.889,-10.889,-6.611,2019,61,1
2019-03-03,690.880,612.140,0.000,-0.778,-10.889,-6.611,2019,62,1
2019-03-04,690.880,612.140,0.000,3.222,-7.222,-3.222,2019,63,1
2019-03-05,690.880,612.140,5.080,1.500,-3.278,-0.889,2019,64,1
2019-03-06,701.040,617.220,7.620,4.500,-0.278,2.000,2019,65,1
2019-03-07,708.660,624.840,5.080,1.500,-7.222,-1.611,2019,66,1
2019-03-08,721.360,629.920,0.000,-1.389,-11.389,-5.500,2019,67,1
2019-03-09,718.820,629.920,2.540,-2.389,-12.778,-6.500,2019,68,1
2019-03-10,718.820,632.460,0.000,0.500,-10.389,-4.889,2019,69,1
2019-03-11,718.820,632.460,0.000,6.389,-8.611,-2.222,2019,70,1
2019-03-12,726.440,632.460,0.000,3.000,-5.778,-2.500,2019,71,1
2019-03-13,736.600,632.460,2.540,-2.500,-6.778,-5.222,2019,72,1
2019-03-14,736.600,635.000,0.000,1.889,-10.722,-4.722,2019,73,1
2019-03-15,739.140,635.000,2.540,5.722,-7.889,-1.389,2019,74,1
2019-03-16,741.680,637.540,7.620,10.611,-5.611,1.000,2019,75,1
2019-03-17,744.220,645.160,0.000,9.722,-3.000,2.222,2019,76,1
2019-03-18,746.760,645.160,2.540,10.500,-2.389,3.111,2019,77,1
2019-03-19,746.760,647.700,2.540,10.000,-2.389,3.722,2019,78,1
2019-03-20,749.300,650.240,0.000,9.778,-0.111,6.000,2019,79,1
2019-03-21,744.220,650.240,7.620,12.722,-0.278,6.111,2019,80,1
2019-03-22,744.220,657.860,5.080,8.278,-0.389,3.222,2019,81,1
2019-03-23,746.760,662.940,0.000,9.389,0.778,3.111,2019,82,1
2019-03-24,759.460,662.940,15.240,1.389,-3.000,-0.278,2019,83,1
2019-03-25,774.700,678.180,2.540,7.000,-3.222,3.222,2019,84,1
2019-03-26,779.780,680.720,7.620,7.000,1.278,3.500,2019,85,1
2019-03-27,784.860,688.340,12.700,7.722,1.111,3.722,2019,86,1
2019-03-28,797.560,701.040,5.080,4.722,-3.500,0.111,2019,87,1
2019-03-29,805.180,706.120,5.080,4.111,-1.611,0.611,2019,88,1
2019-03-30,812.800,711.200,0.000,6.111,-2.778,1.222,2019,89,1
2019-03-31,812.800,711.200,0.000,9.111,-2.500,2.000,2019,90,1
2019-04-01,812.800,711.200,2.540,8.000,0.111,3.611,2019,91,1
2019-04-02,810.260,713.740,5.080,5.389,1.611,3.222,2019,92,1
2019-04-03,815.340,718.820,2.540,8.000,1.722,3.389,2019,93,1
2019-04-04,820.420,721.360,2.540,10.500,2.111,5.889,2019,94,1
2019-04-05,807.720,723.900,5.080,8.889,0.778,4.000,2019,95,1
2019-04-06,797.560,728.980,10.160,7.500,-2.278,2.278,2019,96,1
2019-04-07,805.180,739.140,17.780,9.611,2.222,5.000,2019,97,1
2019-04-08,800.100,756.920,20.320,9.722,3.111,5.722,2019,98,1
2019-04-09,789.940,777.240,22.860,3.500,-1.111,0.778,2019,99,1
2019-04-10,792.480,800.100,10.160,2.722,-2.278,-0.611,2019,100,1
2019-04-11,807.720,810.260,12.700,2.889,-1.278,0.000,2019,101,1
2019-04-12,822.960,822.960,2.540,5.389,-2.611,1.222,2019,102,1
2019-04-13,817.880,825.500,5.080,10.000,-2.778,2.778,2019,103,1
2019-04-14,822.960,830.580,20.320,5.111,-1.389,0.722,2019,104,1
2019-04-15,838.200,850.900,7.620,5.111,-2.222,1.222,2019,105,1
2019-04-16,840.740,858.520,5.080,5.222,0.000,1.389,2019,106,1
2019-04-17,840.740,863.600,0.000,8.000,-1.278,3.611,2019,107,1
2019-04-18,835.660,863.600,0.000,15.778,3.000,8.278,2019,108,1
2019-04-19,825.500,863.600,0.000,18.389,5.389,11.278,2019,109,1
2019-04-20,805.180,863.600,2.540,13.611,3.111,6.611,2019,110,1
2019-04-21,777.240,866.140,0.000,9.778,2.222,6.111,2019,111,1
2019-04-22,754.380,866.140,0.000,12.222,2.611,7.611,2019,112,1
2019-04-23,734.060,866.140,0.000,14.500,3.778,8.278,2019,113,1
2019-04-24,708.660,866.140,0.000,11.889,3.778,7.278,2019,114,1
2019-04-25,688.340,866.140,0.000,16.000,1.278,8.611,2019,115,1
2019-04-26,665.480,866.140,0.000,8.778,2.111,6.222,2019,116,1
2019-04-27,645.160,866.140,0.000,9.000,-2.000,4.222,2019,117,1
2019-04-28,624.840,866.140,0.000,4.389,-5.389,-0.111,2019,118,1
2019-04-29,622.300,866.140,0.000,5.000,-2.722,0.889,2019,119,1
2019-04-30,617.220,866.140,0.000,5.222,-3.778,0.778,2019,120,1
2019-05-01,617.220,866.140,0.000,7.111,-4.389,1.611,2019,121,1
2019-05-02,601.980,866.140,0.000,7.778,-0.611,3.778,2019,122,1
2019-05-03,586.740,866.140,0.000,12.889,-0.278,6.222,2019,123,1
2019-05-04,563.880,866.140,0.000,14.111,3.278,8.778,2019,124,1
2019-05-05,528.320,866.140,0.000,15.889,4.000,9.722,2019,125,1
2019-05-06,500.380,866.140,0.000,15.722,3.889,9.500,2019,126,1
2019-05-07,472.440,866.140,0.000,13.278,3.611,8.889,2019,127,1
2019-05-08,441.960,866.140,0.000,13.111,6.000,9.111,2019,128,1
2019-05-09,424.180,866.140,0.000,11.722,2.111,5.778,2019,129,1
2019-05-10,411.480,866.140,0.000,13.778,1.389,7.389,2019,130,1
2019-05-11,391.160,866.140,0.000,16.389,3.500,11.278,2019,131,1
2019-05-12,365.760,866.140,0.000,18.500,6.500,12.611,2019,132,1
2019-05-13,335.280,866.140,0.000,19.889,6.778,12.889,2019,133,1
2019-05-14,307.340,866.140,0.000,17.500,6.778,11.889,2019,134,1
2019-05-15,279.400,866.140,2.540,13.722,5.500,8.500,2019,135,1
2019-05-16,256.540,868.680,10.160,12.611,1.611,6.000,2019,136,1
2019-05-17,241.300,878.840,43.180,2.500,1.222,1.778,2019,137,1
2019-05-18,276.860,922.020,0.000,12.389,1.889,5.722,2019,138,1
2019-05-19,264.160,922.020,7.620,7.778,2.500,4.889,2019,139,1
2019-05-20,256.540,929.640,22.860,9.111,2.500,4.389,2019,140,1
2019-05-21,246.380,952.500,17.780,7.111,0.500,3.111,2019,141,1
2019-05-22,259.080,970.280,7.620,9.278,2.222,5.000,2019,142,1
2019-05-23,248.920,977.900,0.000,13.278,2.389,7.222,2019,143,1
2019-05-24,231.140,977.900,2.540,10.500,1.778,5.611,2019,144,1
2019-05-25,213.360,980.440,2.540,8.611,2.611,5.389,2019,145,1
2019-05-26,200.660,982.980,2.540,13.111,3.611,7.278,2019,146,1
2019-05-27,172.720,985.520,0.000,12.722,3.389,9.278,2019,147,1
2019-05-28,139.700,985.520,12.700,14.889,6.278,9.611,2019,148,1
2019-05-29,101.600,998.220,15.240,14.000,5.278,9.222,2019,149,1
2019-05-30,73.660,1013.460,0.000,15.000,6.278,9.889,2019,150,1
2019-05-31,35.560,1013.460,12.700,15.389,4.111,10.000,2019,151,1
2019-06-01,12.700,1026.160,0.000,16.222,6.111,11.000,2019,152,1
2019-06-02,0.000,1026.160,2.540,18.000,6.500,11.889,2019,153,0
2019-06-03,0.000,1028.700,0.000,18.778,8.000,13.611,2019,154,0
2019-06-04,0.000,1028.700,0.000,18.000,8.278,14.222,2019,155,0
2019-06-05,0.000,1028.700,0.000,20.111,9.111,15.500,2019,156,0
2019-06-06,0.000,1028.700,0.000,17.278,4.222,10.611,2019,157,0
2019-06-07,0.000,1028.700,0.000,6.222,0.611,2.778,2019,158,0
2019-06-08,0.000,1028.700,0.000,8.000,-1.889,3.222,2019,159,0
2019-06-09,0.000,1028.700,0.000,14.500,1.000,8.278,2019,160,0
2019-06-10,0.000,1028.700,0.000,17.389,4.500,11.778,2019,161,0
2019-06-11,0.000,1028.700,0.000,19.389,9.778,14.722,2019,162,0
2019-06-12,0.000,1028.700,0.000,21.778,9.500,15.611,2019,163,0
2019-06-13,0.000,1028.700,0.000,20.778,9.000,15.222,2019,164,0
2019-06-14,0.000,1028.700,0.000,18.889,8.722,13.889,2019,165,0
2019-06-15,0.000,1028.700,0.000,18.778,8.000,13.722,2019,166,0
2019-06-16,0.000,1028.700,0.000,19.389,10.500,15.889,2019,167,0
2019-06-17,0.000,1028.700,0.000,20.278,9.500,15.722,2019,168,0
2019-06-18,0.000,1028.700,0.000,19.389,8.389,14.222,2019,169,0
2019-06-19,0.000,1028.700,0.000,14.778,4.778,10.278,2019,170,0
2019-06-20,0.000,1028.700,0.000,7.722,0.389,4.111,2019,171,0
2019-06-21,0.000,1028.700,5.080,9.389,0.278,5.222,2019,172,0
2019-06-22,0.000,1033.780,0.000,14.000,2.111,8.389,2019,173,0
2019-06-23,0.000,1033.780,0.000,14.722,5.389,10.278,2019,174,0
2019-06-24,0.000,1033.780,0.000,14.889,3.222,9.722,2019,175,0
2019-06-25,0.000,1033.780,0.000,17.111,6.389,11.889,2019,176,0
2019-06-26,0.000,1033.780,0.000,19.722,7.222,14.111,2019,177,0
2019-06-27,0.000,1033.780,0.000,16.389,6.611,11.500,2019,178,0
2019-06-28,0.000,1033.780,0.000,15.222,7.278,11.222,2019,179,0
2019-06-29,0.000,1033.780,0.000,20.389,5.000,13.389,2019,180,0
2019-06-30,0.000,1033.780,0.000,20.389,9.389,15.000,2019,181,0
2019-07-01,0.000,1033.780,0.000,21.389,8.278,15.111,2019,182,0
2019-07-02,0.000,1033.780,0.000,17.778,8.389,12.722,2019,183,0
2019-07-03,0.000,1033.780,0.000,12.889,5.889,11.278,2019,184,0
2019-07-04,0.000,1033.780,0.000,16.889,5.278,11.222,2019,185,0
2019-07-05,0.000,1033.780,0.000,21.722,6.500,14.778,2019,186,0
2019-07-06,0.000,1033.780,0.000,23.389,10.778,17.722,2019,187,0
2019-07-07,0.000,1033.780,0.000,19.000,8.278,13.778,2019,188,0
2019-07-08,0.000,1033.780,2.540,18.000,7.778,12.222,2019,189,0
2019-07-09,0.000,1036.320,0.000,21.222,5.778,14.500,2019,190,0
2019-07-10,0.000,1036.320,0.000,24.389,12.278,17.889,2019,191,0
2019-07-11,0.000,1036.320,0.000,25.278,10.889,17.889,2019,192,0
2019-07-12,0.000,1036.320,0.000,26.389,11.722,19.000,2019,193,0
2019-07-13,0.000,1036.320,0.000,25.500,13.278,19.389,2019,194,0
2019-07-14,0.000,1036.320,0.000,22.889,12.222,18.000,2019,195,0
